port,port_lat,port_lon,port_state,mandi,mandi_lat,mandi_lon,mandi_state,fish_type,fish_size,mandi_price_inr_per_kg,distance_km,transport_cost_inr_per_kg,net_price_inr_per_kg
Porbandar Port,21.6417,69.6042,Gujarat,Porbandar Landing,21.638,69.606,Gujarat,Sardine,Medium,133.0,0.45,1.13,131.87
Porbandar Port,21.6417,69.6042,Gujarat,Porbandar Landing,21.638,69.606,Gujarat,Sardine,Large,178.8,0.45,1.13,177.67
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Tuna,Small,300.6,107.54,268.84,31.76
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Tuna,Medium,324.0,107.54,268.84,55.16
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Tuna,Large,424.8,107.54,268.84,155.96
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Pomfret,Small,490.5,107.54,268.84,221.66
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Pomfret,Medium,663.0,107.54,268.84,394.16
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Pomfret,Large,555.6,107.54,268.84,286.76
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Seer Fish,Small,471.6,107.54,268.84,202.76
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Seer Fish,Medium,825.0,107.54,268.84,556.16
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Seer Fish,Large,799.2,107.54,268.84,530.36
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Prawn,Small,473.4,107.54,268.84,204.56
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Prawn,Medium,498.0,107.54,268.84,229.16
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Prawn,Large,495.6,107.54,268.84,226.76
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Mackerel,Small,171.0,107.54,268.84,0.0
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Mackerel,Medium,188.0,107.54,268.84,0.0
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Mackerel,Large,150.0,107.54,268.84,0.0
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Sardine,Small,126.9,107.54,268.84,0.0
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Sardine,Medium,83.0,107.54,268.84,0.0
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Sardine,Large,98.4,107.54,268.84,0.0
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Tuna,Small,230.4,107.62,269.05,0.0
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Tuna,Medium,231.0,107.62,269.05,0.0
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Tuna,Large,398.4,107.62,269.05,129.35
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Pomfret,Small,478.8,107.62,269.05,209.75
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Pomfret,Medium,362.0,107.62,269.05,92.95
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Pomfret,Large,753.6,107.62,269.05,484.55
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Seer Fish,Small,599.4,107.62,269.05,330.35
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Seer Fish,Medium,804.0,107.62,269.05,534.95
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Seer Fish,Large,972.0,107.62,269.05,702.95
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Prawn,Small,481.5,107.62,269.05,212.45
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Prawn,Medium,522.0,107.62,269.05,252.95
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Prawn,Large,373.2,107.62,269.05,104.15
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Mackerel,Small,155.7,107.62,269.05,0.0
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Mackerel,Medium,201.0,107.62,269.05,0.0
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Mackerel,Large,210.0,107.62,269.05,0.0
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Sardine,Small,64.8,107.62,269.05,0.0
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Sardine,Medium,118.0,107.62,269.05,0.0
Porbandar Port,21.6417,69.6042,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Sardine,Large,93.6,107.62,269.05,0.0
Porbandar Port,21.6417,69.6042,Gujarat,Veraval Fish Market,20.909,70.3675,Gujarat,Tuna,Small,287.1,113.55,283.87,3.23
Porbandar Port,21.6417,69.6042,Gujarat,Veraval Fish Market,20.909,70.3675,Gujarat,Tuna,Medium,359.0,113.55,283.87,75.13
Porbandar Port,21.6417,69.6042,Gujarat,Veraval Fish Market,20.909,70.3675,Gujarat,Tuna,Large,439.2,113.55,283.87,155.33
Porbandar Port,21.6417,69.6042,Gujarat,Veraval Fish Market,20.909,70.3675,Gujarat,Pomfret,Small,382.5,113.55,283.87,98.63
Porbandar Port,21.6417,69.6042,Gujarat,Veraval Fish Market,20.909,70.3675,Gujarat,Pomfret,Medium,614.0,113.55,283.87,330.13
Porbandar Port,21.6417,69.6042,Gujarat,Veraval Fish Market,20.909,70.3675,Gujarat,Pomfret,Large,759.6,113.55,283.87,475.73
Porbandar Port,21.6417,69.6042,Gujarat,Veraval Fish Market,20.909,70.3675,Gujarat,Seer Fish,Small,589.5,113.55,283.87,305.63
Porbandar Port,21.6417,69.6042,Gujarat,Veraval Fish Market,20.909,70.3675,Gujarat,Seer Fish,Medium,672.0,113.55,283.87,388.13
Porbandar Port,21.6417,69.6042,Gujarat,Veraval Fish Market,20.909,70.3675,Gujarat,Seer Fish,Large,999.6,113.55,283.87,715.73
Porbandar Port,21.6417,69.6042,Gujarat,Veraval Fish Market,20.909,70.3675,Gujarat,Prawn,Small,270.9,113.55,283.87,0.0
Porbandar Port,21.6417,69.6042,Gujarat,Veraval Fish Market,20.909,70.3675,Gujarat,Prawn,Medium,588.0,113.55,283.87,304.13
Porbandar Port,21.6417,69.6042,Gujarat,Veraval Fish Market,20.909,70.3675,Gujarat,Prawn,Large,471.6,113.55,283.87,187.73
Porbandar Port,21.6417,69.6042,Gujarat,Veraval Fish Market,20.909,70.3675,Gujarat,Mackerel,Small,185.4,113.55,283.87,0.0
Porbandar Port,21.6417,69.6042,Gujarat,Veraval Fish Market,20.909,70.3675,Gujarat,Mackerel,Medium,158.0,113.55,283.87,0.0
Porbandar Port,21.6417,69.6042,Gujarat,Veraval Fish Market,20.909,70.3675,Gujarat,Mackerel,Large,225.6,113.55,283.87,0.0
Porbandar Port,21.6417,69.6042,Gujarat,Veraval Fish Market,20.909,70.3675,Gujarat,Sardine,Small,63.9,113.55,283.87,0.0
Porbandar Port,21.6417,69.6042,Gujarat,Veraval Fish Market,20.909,70.3675,Gujarat,Sardine,Medium,84.0,113.55,283.87,0.0
Porbandar Port,21.6417,69.6042,Gujarat,Veraval Fish Market,20.909,70.3675,Gujarat,Sardine,Large,133.2,113.55,283.87,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Kandla Fish Landing,23.03,70.22,Gujarat,Tuna,Small,307.8,0.49,1.21,306.59
Kandla (Mandvi),23.026,70.2219,Gujarat,Kandla Fish Landing,23.03,70.22,Gujarat,Tuna,Medium,272.0,0.49,1.21,270.79
Kandla (Mandvi),23.026,70.2219,Gujarat,Kandla Fish Landing,23.03,70.22,Gujarat,Tuna,Large,444.0,0.49,1.21,442.79
Kandla (Mandvi),23.026,70.2219,Gujarat,Kandla Fish Landing,23.03,70.22,Gujarat,Pomfret,Small,443.7,0.49,1.21,442.49
Kandla (Mandvi),23.026,70.2219,Gujarat,Kandla Fish Landing,23.03,70.22,Gujarat,Pomfret,Medium,406.0,0.49,1.21,404.79
Kandla (Mandvi),23.026,70.2219,Gujarat,Kandla Fish Landing,23.03,70.22,Gujarat,Pomfret,Large,465.6,0.49,1.21,464.39
Kandla (Mandvi),23.026,70.2219,Gujarat,Kandla Fish Landing,23.03,70.22,Gujarat,Seer Fish,Small,502.2,0.49,1.21,500.99
Kandla (Mandvi),23.026,70.2219,Gujarat,Kandla Fish Landing,23.03,70.22,Gujarat,Seer Fish,Medium,630.0,0.49,1.21,628.79
Kandla (Mandvi),23.026,70.2219,Gujarat,Kandla Fish Landing,23.03,70.22,Gujarat,Seer Fish,Large,589.2,0.49,1.21,587.99
Kandla (Mandvi),23.026,70.2219,Gujarat,Kandla Fish Landing,23.03,70.22,Gujarat,Prawn,Small,391.5,0.49,1.21,390.29
Kandla (Mandvi),23.026,70.2219,Gujarat,Kandla Fish Landing,23.03,70.22,Gujarat,Prawn,Medium,472.0,0.49,1.21,470.79
Kandla (Mandvi),23.026,70.2219,Gujarat,Kandla Fish Landing,23.03,70.22,Gujarat,Prawn,Large,445.2,0.49,1.21,443.99
Kandla (Mandvi),23.026,70.2219,Gujarat,Kandla Fish Landing,23.03,70.22,Gujarat,Mackerel,Small,147.6,0.49,1.21,146.39
Kandla (Mandvi),23.026,70.2219,Gujarat,Kandla Fish Landing,23.03,70.22,Gujarat,Mackerel,Medium,165.0,0.49,1.21,163.79
Kandla (Mandvi),23.026,70.2219,Gujarat,Kandla Fish Landing,23.03,70.22,Gujarat,Mackerel,Large,117.6,0.49,1.21,116.39
Kandla (Mandvi),23.026,70.2219,Gujarat,Kandla Fish Landing,23.03,70.22,Gujarat,Sardine,Small,119.7,0.49,1.21,118.49
Kandla (Mandvi),23.026,70.2219,Gujarat,Kandla Fish Landing,23.03,70.22,Gujarat,Sardine,Medium,117.0,0.49,1.21,115.79
Kandla (Mandvi),23.026,70.2219,Gujarat,Kandla Fish Landing,23.03,70.22,Gujarat,Sardine,Large,91.2,0.49,1.21,89.99
Kandla (Mandvi),23.026,70.2219,Gujarat,Mundra Landing,22.842,69.655,Gujarat,Tuna,Small,203.4,61.55,153.88,49.52
Kandla (Mandvi),23.026,70.2219,Gujarat,Mundra Landing,22.842,69.655,Gujarat,Tuna,Medium,360.0,61.55,153.88,206.12
Kandla (Mandvi),23.026,70.2219,Gujarat,Mundra Landing,22.842,69.655,Gujarat,Tuna,Large,427.2,61.55,153.88,273.32
Kandla (Mandvi),23.026,70.2219,Gujarat,Mundra Landing,22.842,69.655,Gujarat,Pomfret,Small,568.8,61.55,153.88,414.92
Kandla (Mandvi),23.026,70.2219,Gujarat,Mundra Landing,22.842,69.655,Gujarat,Pomfret,Medium,471.0,61.55,153.88,317.12
Kandla (Mandvi),23.026,70.2219,Gujarat,Mundra Landing,22.842,69.655,Gujarat,Pomfret,Large,651.6,61.55,153.88,497.72
Kandla (Mandvi),23.026,70.2219,Gujarat,Mundra Landing,22.842,69.655,Gujarat,Seer Fish,Small,408.6,61.55,153.88,254.72
Kandla (Mandvi),23.026,70.2219,Gujarat,Mundra Landing,22.842,69.655,Gujarat,Seer Fish,Medium,478.0,61.55,153.88,324.12
Kandla (Mandvi),23.026,70.2219,Gujarat,Mundra Landing,22.842,69.655,Gujarat,Seer Fish,Large,736.8,61.55,153.88,582.92
Kandla (Mandvi),23.026,70.2219,Gujarat,Mundra Landing,22.842,69.655,Gujarat,Prawn,Small,529.2,61.55,153.88,375.32
Kandla (Mandvi),23.026,70.2219,Gujarat,Mundra Landing,22.842,69.655,Gujarat,Prawn,Medium,385.0,61.55,153.88,231.12
Kandla (Mandvi),23.026,70.2219,Gujarat,Mundra Landing,22.842,69.655,Gujarat,Prawn,Large,684.0,61.55,153.88,530.12
Kandla (Mandvi),23.026,70.2219,Gujarat,Mundra Landing,22.842,69.655,Gujarat,Mackerel,Small,157.5,61.55,153.88,3.62
Kandla (Mandvi),23.026,70.2219,Gujarat,Mundra Landing,22.842,69.655,Gujarat,Mackerel,Medium,160.0,61.55,153.88,6.12
Kandla (Mandvi),23.026,70.2219,Gujarat,Mundra Landing,22.842,69.655,Gujarat,Mackerel,Large,160.8,61.55,153.88,6.92
Kandla (Mandvi),23.026,70.2219,Gujarat,Mundra Landing,22.842,69.655,Gujarat,Sardine,Small,56.7,61.55,153.88,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Mundra Landing,22.842,69.655,Gujarat,Sardine,Medium,95.0,61.55,153.88,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Mundra Landing,22.842,69.655,Gujarat,Sardine,Large,154.8,61.55,153.88,0.92
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Tuna,Small,340.2,133.87,334.67,5.53
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Tuna,Medium,238.0,133.87,334.67,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Tuna,Large,392.4,133.87,334.67,57.73
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Pomfret,Small,477.9,133.87,334.67,143.23
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Pomfret,Medium,516.0,133.87,334.67,181.33
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Pomfret,Large,528.0,133.87,334.67,193.33
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Seer Fish,Small,585.9,133.87,334.67,251.23
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Seer Fish,Medium,795.0,133.87,334.67,460.33
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Seer Fish,Large,561.6,133.87,334.67,226.93
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Prawn,Small,259.2,133.87,334.67,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Prawn,Medium,375.0,133.87,334.67,40.33
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Prawn,Large,506.4,133.87,334.67,171.73
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Mackerel,Small,193.5,133.87,334.67,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Mackerel,Medium,147.0,133.87,334.67,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Mackerel,Large,180.0,133.87,334.67,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Sardine,Small,88.2,133.87,334.67,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Sardine,Medium,60.0,133.87,334.67,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.47,69.064,Gujarat,Sardine,Large,74.4,133.87,334.67,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Tuna,Small,279.9,134.15,335.38,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Tuna,Medium,332.0,134.15,335.38,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Tuna,Large,446.4,134.15,335.38,111.02
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Pomfret,Small,594.9,134.15,335.38,259.52
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Pomfret,Medium,466.0,134.15,335.38,130.62
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Pomfret,Large,579.6,134.15,335.38,244.22
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Seer Fish,Small,456.3,134.15,335.38,120.92
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Seer Fish,Medium,493.0,134.15,335.38,157.62
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Seer Fish,Large,746.4,134.15,335.38,411.02
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Prawn,Small,368.1,134.15,335.38,32.72
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Prawn,Medium,422.0,134.15,335.38,86.62
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Prawn,Large,679.2,134.15,335.38,343.82
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Mackerel,Small,122.4,134.15,335.38,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Mackerel,Medium,169.0,134.15,335.38,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Mackerel,Large,248.4,134.15,335.38,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Sardine,Small,129.6,134.15,335.38,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Sardine,Medium,134.0,134.15,335.38,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Okha Fish Landing,22.468,69.062,Gujarat,Sardine,Large,114.0,134.15,335.38,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Mandvi Fish Landing,21.642,69.607,Gujarat,Tuna,Small,329.4,166.38,415.95,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Mandvi Fish Landing,21.642,69.607,Gujarat,Tuna,Medium,239.0,166.38,415.95,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Mandvi Fish Landing,21.642,69.607,Gujarat,Tuna,Large,438.0,166.38,415.95,22.05
Kandla (Mandvi),23.026,70.2219,Gujarat,Mandvi Fish Landing,21.642,69.607,Gujarat,Pomfret,Small,356.4,166.38,415.95,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Mandvi Fish Landing,21.642,69.607,Gujarat,Pomfret,Medium,582.0,166.38,415.95,166.05
Kandla (Mandvi),23.026,70.2219,Gujarat,Mandvi Fish Landing,21.642,69.607,Gujarat,Pomfret,Large,784.8,166.38,415.95,368.85
Kandla (Mandvi),23.026,70.2219,Gujarat,Mandvi Fish Landing,21.642,69.607,Gujarat,Seer Fish,Small,416.7,166.38,415.95,0.75
Kandla (Mandvi),23.026,70.2219,Gujarat,Mandvi Fish Landing,21.642,69.607,Gujarat,Seer Fish,Medium,592.0,166.38,415.95,176.05
Kandla (Mandvi),23.026,70.2219,Gujarat,Mandvi Fish Landing,21.642,69.607,Gujarat,Seer Fish,Large,540.0,166.38,415.95,124.05
Kandla (Mandvi),23.026,70.2219,Gujarat,Mandvi Fish Landing,21.642,69.607,Gujarat,Prawn,Small,272.7,166.38,415.95,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Mandvi Fish Landing,21.642,69.607,Gujarat,Prawn,Medium,508.0,166.38,415.95,92.05
Kandla (Mandvi),23.026,70.2219,Gujarat,Mandvi Fish Landing,21.642,69.607,Gujarat,Prawn,Large,471.6,166.38,415.95,55.65
Kandla (Mandvi),23.026,70.2219,Gujarat,Mandvi Fish Landing,21.642,69.607,Gujarat,Mackerel,Small,90.9,166.38,415.95,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Mandvi Fish Landing,21.642,69.607,Gujarat,Mackerel,Medium,163.0,166.38,415.95,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Mandvi Fish Landing,21.642,69.607,Gujarat,Mackerel,Large,126.0,166.38,415.95,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Mandvi Fish Landing,21.642,69.607,Gujarat,Sardine,Small,117.9,166.38,415.95,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Mandvi Fish Landing,21.642,69.607,Gujarat,Sardine,Medium,135.0,166.38,415.95,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Mandvi Fish Landing,21.642,69.607,Gujarat,Sardine,Large,99.6,166.38,415.95,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Porbandar Fish Market,21.638,69.606,Gujarat,Tuna,Small,337.5,166.83,417.08,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Porbandar Fish Market,21.638,69.606,Gujarat,Tuna,Medium,336.0,166.83,417.08,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Porbandar Fish Market,21.638,69.606,Gujarat,Tuna,Large,272.4,166.83,417.08,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Porbandar Fish Market,21.638,69.606,Gujarat,Pomfret,Small,423.9,166.83,417.08,6.82
Kandla (Mandvi),23.026,70.2219,Gujarat,Porbandar Fish Market,21.638,69.606,Gujarat,Pomfret,Medium,697.0,166.83,417.08,279.92
Kandla (Mandvi),23.026,70.2219,Gujarat,Porbandar Fish Market,21.638,69.606,Gujarat,Pomfret,Large,615.6,166.83,417.08,198.52
Kandla (Mandvi),23.026,70.2219,Gujarat,Porbandar Fish Market,21.638,69.606,Gujarat,Seer Fish,Small,485.1,166.83,417.08,68.02
Kandla (Mandvi),23.026,70.2219,Gujarat,Porbandar Fish Market,21.638,69.606,Gujarat,Seer Fish,Medium,585.0,166.83,417.08,167.92
Kandla (Mandvi),23.026,70.2219,Gujarat,Porbandar Fish Market,21.638,69.606,Gujarat,Seer Fish,Large,762.0,166.83,417.08,344.92
Kandla (Mandvi),23.026,70.2219,Gujarat,Porbandar Fish Market,21.638,69.606,Gujarat,Prawn,Small,508.5,166.83,417.08,91.42
Kandla (Mandvi),23.026,70.2219,Gujarat,Porbandar Fish Market,21.638,69.606,Gujarat,Prawn,Medium,427.0,166.83,417.08,9.92
Kandla (Mandvi),23.026,70.2219,Gujarat,Porbandar Fish Market,21.638,69.606,Gujarat,Prawn,Large,332.4,166.83,417.08,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Porbandar Fish Market,21.638,69.606,Gujarat,Mackerel,Small,171.0,166.83,417.08,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Porbandar Fish Market,21.638,69.606,Gujarat,Mackerel,Medium,130.0,166.83,417.08,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Porbandar Fish Market,21.638,69.606,Gujarat,Mackerel,Large,162.0,166.83,417.08,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Porbandar Fish Market,21.638,69.606,Gujarat,Sardine,Small,84.6,166.83,417.08,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Porbandar Fish Market,21.638,69.606,Gujarat,Sardine,Medium,65.0,166.83,417.08,0.0
Kandla (Mandvi),23.026,70.2219,Gujarat,Porbandar Fish Market,21.638,69.606,Gujarat,Sardine,Large,169.2,166.83,417.08,0.0
Mangalore Harbour,12.9141,74.856,Karnataka,Mangalore Fish Market,12.917,74.8555,Karnataka,Tuna,Small,300.6,0.33,0.82,299.78
Mangalore Harbour,12.9141,74.856,Karnataka,Mangalore Fish Market,12.917,74.8555,Karnataka,Tuna,Medium,266.0,0.33,0.82,265.18
Mangalore Harbour,12.9141,74.856,Karnataka,Mangalore Fish Market,12.917,74.8555,Karnataka,Tuna,Large,446.4,0.33,0.82,445.58
Mangalore Harbour,12.9141,74.856,Karnataka,Mangalore Fish Market,12.917,74.8555,Karnataka,Pomfret,Small,323.1,0.33,0.82,322.28
Mangalore Harbour,12.9141,74.856,Karnataka,Mangalore Fish Market,12.917,74.8555,Karnataka,Pomfret,Medium,661.0,0.33,0.82,660.18
Mangalore Harbour,12.9141,74.856,Karnataka,Mangalore Fish Market,12.917,74.8555,Karnataka,Pomfret,Large,762.0,0.33,0.82,761.18
Mangalore Harbour,12.9141,74.856,Karnataka,Mangalore Fish Market,12.917,74.8555,Karnataka,Seer Fish,Small,621.9,0.33,0.82,621.08
Mangalore Harbour,12.9141,74.856,Karnataka,Mangalore Fish Market,12.917,74.8555,Karnataka,Seer Fish,Medium,700.0,0.33,0.82,699.18
Mangalore Harbour,12.9141,74.856,Karnataka,Mangalore Fish Market,12.917,74.8555,Karnataka,Seer Fish,Large,976.8,0.33,0.82,975.98
Mangalore Harbour,12.9141,74.856,Karnataka,Mangalore Fish Market,12.917,74.8555,Karnataka,Prawn,Small,228.6,0.33,0.82,227.78
Mangalore Harbour,12.9141,74.856,Karnataka,Mangalore Fish Market,12.917,74.8555,Karnataka,Prawn,Medium,368.0,0.33,0.82,367.18
Mangalore Harbour,12.9141,74.856,Karnataka,Mangalore Fish Market,12.917,74.8555,Karnataka,Prawn,Large,645.6,0.33,0.82,644.78
Mangalore Harbour,12.9141,74.856,Karnataka,Mangalore Fish Market,12.917,74.8555,Karnataka,Mackerel,Small,186.3,0.33,0.82,185.48
Mangalore Harbour,12.9141,74.856,Karnataka,Mangalore Fish Market,12.917,74.8555,Karnataka,Mackerel,Medium,154.0,0.33,0.82,153.18
Mangalore Harbour,12.9141,74.856,Karnataka,Mangalore Fish Market,12.917,74.8555,Karnataka,Mackerel,Large,120.0,0.33,0.82,119.18
Mangalore Harbour,12.9141,74.856,Karnataka,Mangalore Fish Market,12.917,74.8555,Karnataka,Sardine,Small,129.6,0.33,0.82,128.78
Mangalore Harbour,12.9141,74.856,Karnataka,Mangalore Fish Market,12.917,74.8555,Karnataka,Sardine,Medium,85.0,0.33,0.82,84.18
Mangalore Harbour,12.9141,74.856,Karnataka,Mangalore Fish Market,12.917,74.8555,Karnataka,Sardine,Large,146.4,0.33,0.82,145.58
Mangalore Harbour,12.9141,74.856,Karnataka,Udupi Fish Market,13.3409,74.7421,Karnataka,Tuna,Small,274.5,49.03,122.59,151.91
Mangalore Harbour,12.9141,74.856,Karnataka,Udupi Fish Market,13.3409,74.7421,Karnataka,Tuna,Medium,278.0,49.03,122.59,155.41
Mangalore Harbour,12.9141,74.856,Karnataka,Udupi Fish Market,13.3409,74.7421,Karnataka,Tuna,Large,295.2,49.03,122.59,172.61
